Breidamerkurjokull Four Position 1,000004062094490,2018-09-08 03:01:00,-16.33628281,64.09930312,191.83,,,17,7.6,2680922.60541,-785799.850744,5714731.69495,0.0129813981103,1.20198130651e-06,0.56866794358,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-08 06:01:00,-16.33628287,64.09930317,191.83,,,15,8.2,2680922.59978,-785799.852141,5714731.69739,0.00629520975362,5.82889792002e-07,0.565884335422,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-08 09:01:00,-16.33628219,64.09930302,191.79,,,17,7.9,2680922.60677,-785799.81964,5714731.6541,0.0545800887815,5.05371192421e-06,0.611641227964,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-08 12:01:00,-16.33628238,64.09930313,191.82,,,18,8.8,2680922.60616,-785799.829113,5714731.68644,0.0337077075278,3.12108403035e-06,0.578598927723,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-08 15:02:00,-16.33628262,64.09930306,191.82,,,18,8.6,2680922.6096,-785799.842317,5714731.68304,0.0140656256535,1.29517731616e-06,0.581248230686,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-08 18:01:00,-16.33628262,64.09930305,191.81,,,15,10.2,2680922.60637,-785799.841371,5714731.67355,0.010061950385,9.36866888736e-07,0.590563041698,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-09 00:02:00,-16.33628265,64.09930309,191.8,,,17,7.8,2680922.59792,-785799.840418,5714731.66651,0.0110464924174,5.09995033123e-07,0.597237452349,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-09 03:01:00,-16.33628272,64.099303,191.78,,,17,7.8,2680922.59724,-785799.843774,5714731.64413,0.0226344599501,2.10749161547e-06,0.619333366195,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-09 06:01:00,-16.33628284,64.09930304,191.77,,,16,7.6,2680922.58755,-785799.847032,5714731.63708,0.0124145496679,1.14949533962e-06,0.625904128253,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-09 09:01:00,-16.3362826,64.09930299,191.77,,,17,8.1,2680922.59565,-785799.837213,5714731.63465,0.0129620183382,1.20018688316e-06,0.629122123505,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-09 12:01:00,-16.33628224,64.09930312,191.76,,,17,8.5,2680922.58389,-785799.815473,5714731.63198,0.02486282909,2.30211380463e-06,0.633229826171,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-09 15:01:00,-16.33628276,64.09930296,191.74,,,19,9.3,2680922.58377,-785799.84186,5714731.6062,0.0368922272843,3.41594697077e-06,0.656932899562,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-09 18:00:00,-16.33628265,64.09930296,191.75,,,13,8.6,2680922.58947,-785799.837941,5714731.6152,0.0113475803054,1.05657172304e-06,0.648295548329,
Breidamerkurjokull Four Position 1,000004062094490,2018-09-09 21:01:00,-16.3362828,64.09930294,191.74,,,16,6.7,2680922.58515,-785799.844295,5714731.60523,0.0125882776329,1.15914158682e-06,0.657801402701,
